Rank;Log10(Rank);Log10(Freq-OS);Log10(Freq-IS)
634;2.802089258;-2.542825427;-2.555698895
635;2.802773725;-2.843855423;-2.555698895
636;2.803457116;-2.843855423;-2.555698895
637;2.804139432;-2.843855423;-2.555698895
638;2.804820679;-2.542825427;-2.555698895
639;2.805500858;-2.542825427;-2.555698895
640;2.806179974;-2.843855423;-2.555698895
641;2.80685803;#N/A;-2.555698895
642;2.807535028;-2.843855423;-2.555698895
643;2.808210973;-2.843855423;-2.555698895
644;2.808885867;-2.542825427;-2.555698895
645;2.809559715;-2.542825427;-2.555698895
646;2.810232518;-2.366734168;-2.555698895
647;2.810904281;-2.542825427;-2.555698895
648;2.811575006;-2.843855423;-2.555698895
649;2.812244697;-2.843855423;-2.555698895
650;2.812913357;-2.843855423;-2.555698895
651;2.813580989;-2.144885418;-2.555698895
652;2.814247596;-2.366734168;-2.555698895
653;2.814913181;-2.542825427;-2.555698895
654;2.815577748;-2.542825427;-2.555698895
655;2.8162413;-2.542825427;-2.555698895
656;2.816903839;-2.366734168;-2.555698895
657;2.81756537;-2.542825427;-2.555698895
658;2.818225894;-2.542825427;-2.555698895
659;2.818885415;-2.843855423;-2.555698895
660;2.819543936;-2.843855423;-2.555698895
661;2.820201459;-2.542825427;-2.555698895
662;2.820857989;-2.542825427;-2.555698895
663;2.821513528;-2.366734168;-2.555698895
664;2.822168079;-2.843855423;-2.555698895
665;2.822821645;-2.542825427;-2.555698895
666;2.823474229;-2.843855423;-2.555698895
667;2.824125834;#N/A;-2.555698895
668;2.824776462;-2.843855423;-2.555698895
669;2.825426118;-2.843855423;-2.555698895
670;2.826074803;-2.843855423;-2.555698895
671;2.82672252;-2.542825427;-2.555698895
672;2.827369273;-2.843855423;-2.555698895
673;2.828015064;-2.542825427;-2.555698895
674;2.828659897;#N/A;-2.555698895
675;2.829303773;-2.843855423;-2.555698895
676;2.829946696;-2.542825427;-2.555698895
677;2.830588669;-2.843855423;-2.555698895
678;2.831229694;-2.843855423;-2.555698895
679;2.831869774;-2.241795431;-2.555698895
680;2.832508913;-2.542825427;-2.555698895
681;2.833147112;-2.843855423;-2.555698895
682;2.833784375;-2.542825427;-2.555698895
683;2.834420704;-2.843855423;-2.555698895
684;2.835056102;-2.843855423;-2.555698895
685;2.835690571;-2.542825427;-2.555698895
686;2.836324116;-2.843855423;-2.555698895
687;2.836956737;-2.843855423;-2.555698895
688;2.837588438;-2.542825427;-2.555698895
689;2.838219222;-2.843855423;-2.555698895
690;2.838849091;-2.542825427;-2.555698895
691;2.839478047;-2.542825427;-2.555698895
692;2.840106094;-2.843855423;-2.555698895
693;2.840733235;-2.843855423;-2.555698895
694;2.84135947;-2.542825427;-2.555698895
695;2.841984805;-2.542825427;-2.555698895
696;2.84260924;-2.843855423;-2.555698895
697;2.843232778;-2.843855423;-2.555698895
698;2.843855423;-2.843855423;-2.555698895
699;2.844477176;-2.843855423;-2.555698895
700;2.84509804;-2.843855423;-2.555698895
701;2.845718018;-2.542825427;-2.555698895
702;2.846337112;-2.843855423;-2.555698895
703;2.846955325;#N/A;-2.555698895
704;2.847572659;-2.843855423;-2.555698895
705;2.848189117;-2.843855423;-2.555698895
706;2.848804701;-2.843855423;-2.555698895
707;2.849419414;-2.843855423;-2.555698895
708;2.850033258;-2.542825427;-2.555698895
709;2.850646235;-2.843855423;-2.555698895
710;2.851258349;-2.843855423;-2.555698895
711;2.851869601;-2.843855423;-2.555698895
712;2.852479994;#N/A;-2.555698895
713;2.85308953;-2.542825427;-2.555698895
714;2.853698212;-2.843855423;-2.555698895
715;2.854306042;-2.843855423;-2.555698895
716;2.854913022;-2.843855423;-2.555698895
717;2.855519156;-2.843855423;-2.555698895
718;2.856124444;-2.843855423;-2.555698895
719;2.85672889;-2.542825427;-2.555698895
720;2.857332496;#N/A;-2.555698895
721;2.857935265;-1.940765436;-2.555698895
722;2.858537198;-2.542825427;-2.555698895
723;2.859138297;-2.843855423;-2.555698895
724;2.859738566;-2.843855423;-2.555698895
725;2.860338007;-2.843855423;-2.555698895
726;2.860936621;-2.542825427;-2.555698895
727;2.861534411;-2.366734168;-2.555698895
728;2.862131379;-2.542825427;-2.555698895
729;2.862727528;#N/A;-2.555698895
730;2.86332286;-2.843855423;-2.555698895
731;2.863917377;-2.542825427;-2.555698895
732;2.864511081;-2.843855423;-2.555698895
733;2.865103975;-2.843855423;-2.555698895
734;2.86569606;-2.542825427;-2.555698895
735;2.866287339;-2.843855423;-2.555698895
736;2.866877814;-2.542825427;-2.555698895
737;2.867467488;-2.843855423;-2.555698895
738;2.868056362;-2.542825427;-2.555698895
739;2.868644438;-2.843855423;-2.555698895
740;2.86923172;-2.843855423;-2.555698895
741;2.869818208;-2.843855423;-2.555698895
742;2.870403905;-2.542825427;-2.555698895
743;2.870988814;#N/A;-2.555698895
744;2.871572936;-2.843855423;-2.555698895
745;2.872156273;-2.843855423;-2.555698895
746;2.872738827;-2.542825427;-2.555698895
747;2.873320602;-2.843855423;-2.555698895
748;2.873901598;-2.843855423;-2.555698895
749;2.874481818;-2.843855423;-2.555698895
750;2.875061263;-2.366734168;-2.555698895
751;2.875639937;-2.542825427;-2.555698895
752;2.876217841;-2.542825427;-2.555698895
753;2.876794976;-2.542825427;-2.555698895
754;2.877371346;-2.542825427;-2.555698895
755;2.877946952;-2.843855423;-2.555698895
756;2.878521796;-2.843855423;-2.555698895
757;2.87909588;-2.542825427;-2.555698895
758;2.879669206;-2.542825427;-2.555698895
759;2.880241776;-2.843855423;-2.555698895
760;2.880813592;#N/A;-2.555698895
761;2.881384657;-2.542825427;-2.555698895
762;2.881954971;-2.542825427;-2.555698895
763;2.882524538;#N/A;-2.555698895
764;2.883093359;-2.366734168;-2.555698895
765;2.883661435;-2.843855423;-2.555698895
766;2.88422877;-2.542825427;-2.85672889
767;2.884795364;-2.843855423;-2.85672889
768;2.88536122;-2.843855423;-2.85672889
769;2.88592634;-2.843855423;-2.85672889
770;2.886490725;-2.843855423;-2.85672889
771;2.887054378;-2.542825427;-2.85672889
772;2.8876173;#N/A;-2.85672889
773;2.888179494;#N/A;-2.85672889
774;2.888740961;-2.542825427;-2.85672889
775;2.889301703;-2.843855423;-2.85672889
776;2.889861721;-2.843855423;-2.85672889
777;2.890421019;-2.542825427;-2.85672889
778;2.890979597;-2.843855423;-2.85672889
779;2.891537458;#N/A;-2.85672889
780;2.892094603;-2.843855423;-2.85672889
781;2.892651034;-2.843855423;-2.85672889
782;2.893206753;-2.843855423;-2.85672889
783;2.893761762;-2.843855423;-2.85672889
784;2.894316063;-2.843855423;-2.85672889
785;2.894869657;-2.542825427;-2.85672889
786;2.895422546;-2.843855423;-2.85672889
787;2.895974732;-2.542825427;-2.85672889
788;2.896526217;-2.843855423;-2.85672889
789;2.897077003;#N/A;-2.85672889
790;2.897627091;#N/A;-2.85672889
791;2.898176483;-2.542825427;-2.85672889
792;2.898725182;-2.843855423;-2.85672889
793;2.899273187;-2.843855423;-2.85672889
794;2.899820502;-2.542825427;-2.85672889
795;2.900367129;-2.542825427;-2.85672889
796;2.900913068;-2.542825427;-2.85672889
797;2.901458321;-2.843855423;-2.85672889
798;2.902002891;-2.542825427;-2.85672889
799;2.902546779;#N/A;-2.85672889
800;2.903089987;#N/A;-2.85672889
801;2.903632516;-2.542825427;-2.85672889
802;2.904174368;-2.843855423;-2.85672889
803;2.904715545;-2.843855423;-2.85672889
804;2.905256049;-2.843855423;-2.85672889
805;2.90579588;-2.843855423;-2.85672889
806;2.906335042;-2.843855423;-2.85672889
807;2.906873535;-2.843855423;-2.85672889
808;2.907411361;-2.843855423;-2.85672889
809;2.907948522;-2.843855423;-2.85672889
810;2.908485019;#N/A;-2.85672889
811;2.909020854;-2.542825427;-2.85672889
812;2.909556029;-2.542825427;-2.85672889
813;2.910090546;-2.542825427;-2.85672889
814;2.910624405;-2.542825427;-2.85672889
815;2.911157609;-2.542825427;-2.85672889
816;2.911690159;-2.366734168;-2.85672889
817;2.912222057;-2.843855423;-2.85672889
818;2.912753304;-2.843855423;-2.85672889
819;2.913283902;-2.843855423;-2.85672889
820;2.913813852;-2.843855423;-2.85672889
821;2.914343157;-2.843855423;-2.85672889
822;2.914871818;-2.843855423;-2.85672889
823;2.915399835;-2.843855423;-2.85672889
824;2.915927212;-2.843855423;-2.85672889
825;2.916453949;-2.843855423;-2.85672889
826;2.916980047;-2.843855423;-2.85672889
827;2.91750551;-2.843855423;-2.85672889
828;2.918030337;-2.843855423;-2.85672889
829;2.918554531;-2.843855423;-2.85672889
830;2.919078092;#N/A;-2.85672889
831;2.919601024;-2.843855423;-2.85672889
832;2.920123326;-2.843855423;-2.85672889
833;2.920645001;-2.843855423;-2.85672889
834;2.921166051;-2.843855423;-2.85672889
835;2.921686475;-2.843855423;-2.85672889
836;2.922206277;-2.843855423;-2.85672889
837;2.922725458;#N/A;-2.85672889
838;2.923244019;-2.843855423;-2.85672889
839;2.923761961;-2.366734168;-2.85672889
840;2.924279286;-2.843855423;-2.85672889
841;2.924795996;-2.542825427;-2.85672889
842;2.925312091;-2.843855423;-2.85672889
843;2.925827575;-2.843855423;-2.85672889
844;2.926342447;-2.843855423;-2.85672889
845;2.926856709;#N/A;-2.85672889
846;2.927370363;-2.843855423;-2.85672889
847;2.92788341;-2.843855423;-2.85672889
848;2.928395852;-2.843855423;-2.85672889
849;2.92890769;#N/A;-2.85672889
850;2.929418926;#N/A;-2.85672889
851;2.92992956;#N/A;-2.85672889
852;2.930439595;-2.542825427;-2.85672889
853;2.930949031;-2.542825427;-2.85672889
854;2.931457871;-2.843855423;-2.85672889
855;2.931966115;-2.241795431;-2.85672889
856;2.932473765;-2.843855423;-2.85672889
857;2.932980822;-2.542825427;-2.85672889
858;2.933487288;-2.843855423;-2.85672889
859;2.933993164;#N/A;-2.85672889
860;2.934498451;-2.542825427;-2.85672889
861;2.935003151;-2.843855423;-2.85672889
862;2.935507266;-2.843855423;-2.85672889
863;2.936010796;#N/A;-2.85672889
864;2.936513742;-2.843855423;-2.85672889
865;2.937016107;#N/A;-2.85672889
866;2.937517892;#N/A;-2.85672889
867;2.938019097;-2.843855423;-2.85672889
868;2.938519725;-2.843855423;-2.85672889
869;2.939019776;-2.542825427;-2.85672889
870;2.939519253;-2.843855423;-2.85672889
871;2.940018155;-2.843855423;-2.85672889
872;2.940516485;-2.843855423;-2.85672889
873;2.941014244;-2.843855423;-2.85672889
874;2.941511433;-2.843855423;-2.85672889
875;2.942008053;-2.843855423;-2.85672889
876;2.942504106;#N/A;-2.85672889
877;2.942999593;-2.843855423;-2.85672889
878;2.943494516;-2.843855423;-2.85672889
879;2.943988875;-2.843855423;-2.85672889
880;2.944482672;-2.843855423;-2.85672889
881;2.944975908;-2.843855423;-2.85672889
882;2.945468585;-2.843855423;-2.85672889
883;2.945960704;-2.843855423;-2.85672889
884;2.946452265;-2.542825427;-2.85672889
885;2.946943271;-2.843855423;-2.85672889
886;2.947433722;-2.843855423;-2.85672889
887;2.94792362;-2.843855423;-2.85672889
888;2.948412966;-2.843855423;-2.85672889
889;2.948901761;-2.843855423;-2.85672889
890;2.949390007;-2.542825427;-2.85672889
891;2.949877704;-2.843855423;-2.85672889
892;2.950364854;-2.241795431;-2.85672889
893;2.950851459;-2.542825427;-2.85672889
894;2.951337519;-2.843855423;-2.85672889
895;2.951823035;-2.843855423;-2.85672889
896;2.95230801;-2.843855423;-2.85672889
897;2.952792443;-2.542825427;-2.85672889
898;2.953276337;-2.843855423;-2.85672889
899;2.953759692;-2.843855423;-2.85672889
900;2.954242509;-2.843855423;-2.85672889
901;2.954724791;#N/A;-2.85672889
902;2.955206538;-2.843855423;-2.85672889
903;2.95568775;-2.843855423;-2.85672889
904;2.95616843;-2.542825427;-2.85672889
905;2.956648579;-2.843855423;-2.85672889
906;2.957128198;-2.542825427;-2.85672889
907;2.957607287;-2.542825427;-2.85672889
908;2.958085849;-2.843855423;-2.85672889
909;2.958563883;-2.843855423;-2.85672889
910;2.959041392;-2.843855423;-2.85672889
911;2.959518377;#N/A;-2.85672889
912;2.959994838;-2.843855423;-2.85672889
913;2.960470778;-2.843855423;-2.85672889
914;2.960946196;#N/A;-2.85672889
915;2.961421094;-2.542825427;-2.85672889
916;2.961895474;-2.843855423;-2.85672889
917;2.962369336;-2.843855423;-2.85672889
918;2.962842681;-2.843855423;-2.85672889
919;2.963315511;-2.843855423;-2.85672889
920;2.963787827;-2.843855423;-2.85672889
921;2.96425963;#N/A;-2.85672889
922;2.964730921;-2.843855423;-2.85672889
923;2.965201701;-2.843855423;-2.85672889
924;2.965671971;-2.843855423;-2.85672889
925;2.966141733;-2.843855423;-2.85672889
926;2.966610987;-2.542825427;-2.85672889
927;2.967079734;-2.843855423;-2.85672889
928;2.967547976;-2.843855423;-2.85672889
929;2.968015714;-2.843855423;-2.85672889
930;2.968482949;-2.843855423;-2.85672889
931;2.968949681;-2.542825427;-2.85672889
932;2.969415912;-2.542825427;-2.85672889
933;2.969881644;-2.843855423;-2.85672889
934;2.970346876;-2.843855423;-2.85672889
935;2.970811611;-2.843855423;-2.85672889
936;2.971275849;#N/A;-2.85672889
937;2.971739591;-2.843855423;-2.85672889
938;2.972202838;-2.843855423;-2.85672889
939;2.972665592;-2.542825427;-2.85672889
940;2.973127854;-2.542825427;-2.85672889
941;2.973589623;-2.542825427;-2.85672889
942;2.974050903;#N/A;-2.85672889
943;2.974511693;#N/A;-2.85672889
944;2.974971994;-2.843855423;-2.85672889
945;2.975431809;-2.843855423;-2.85672889
946;2.975891136;-2.843855423;-2.85672889
947;2.976349979;-2.843855423;-2.85672889
948;2.976808337;-2.843855423;-2.85672889
949;2.977266212;-2.843855423;-2.85672889
950;2.977723605;-2.542825427;-2.85672889
951;2.978180517;#N/A;-2.85672889
952;2.978636948;-2.843855423;-2.85672889
953;2.979092901;-2.843855423;-2.85672889
954;2.979548375;#N/A;-2.85672889
955;2.980003372;-2.843855423;-2.85672889
956;2.980457892;-2.843855423;-2.85672889
957;2.980911938;-1.998757383;-2.85672889
958;2.981365509;-2.843855423;-2.85672889
959;2.981818607;-2.843855423;-2.85672889
960;2.982271233;-2.843855423;-2.85672889
961;2.982723388;-2.843855423;-2.85672889
962;2.983175072;-2.843855423;-2.85672889
963;2.983626287;-2.843855423;-2.85672889
964;2.984077034;-2.843855423;-2.85672889
965;2.984527313;-2.843855423;-2.85672889
966;2.984977126;-2.843855423;-2.85672889
967;2.985426474;-2.843855423;-2.85672889
968;2.985875357;#N/A;-2.85672889
969;2.986323777;#N/A;-2.85672889
970;2.986771734;#N/A;-2.85672889
971;2.98721923;#N/A;-2.85672889
972;2.987666265;-2.843855423;-2.85672889
973;2.98811284;-2.542825427;-2.85672889
974;2.988558957;#N/A;-2.85672889
975;2.989004616;-2.843855423;-2.85672889
976;2.989449818;-2.542825427;-2.85672889
977;2.989894564;-2.843855423;-2.85672889
978;2.990338855;-2.843855423;-2.85672889
979;2.990782692;-2.843855423;-2.85672889
980;2.991226076;-2.843855423;-2.85672889
981;2.991669007;-2.843855423;-2.85672889
982;2.992111488;-2.843855423;-2.85672889
983;2.992553518;#N/A;-2.85672889
984;2.992995098;-2.843855423;-2.85672889
985;2.99343623;-2.843855423;-2.85672889
986;2.993876915;-2.843855423;-2.85672889
987;2.994317153;-2.843855423;-2.85672889
988;2.994756945;-2.843855423;-2.85672889
989;2.995196292;-2.843855423;-2.85672889
990;2.995635195;-2.843855423;-2.85672889
991;2.996073654;-2.843855423;-2.85672889
992;2.996511672;-2.843855423;-2.85672889
993;2.996949248;-2.843855423;-2.85672889
994;2.997386384;#N/A;-2.85672889
995;2.997823081;#N/A;-2.85672889
996;2.998259338;-2.843855423;-2.85672889
997;2.998695158;-2.542825427;-2.85672889
998;2.999130541;-2.843855423;-2.85672889
999;2.999565488;-2.843855423;-2.85672889
1000;3;-2.843855423;-2.85672889
1001;3.000434077;-2.843855423;-2.85672889
1002;3.000867722;-2.843855423;-2.85672889
1003;3.001300933;-2.843855423;-2.85672889
1004;3.001733713;-2.843855423;-2.85672889
1005;3.002166062;-2.542825427;-2.85672889
1006;3.002597981;-2.843855423;-2.85672889
1007;3.003029471;-2.843855423;-2.85672889
1008;3.003460532;-2.843855423;-2.85672889
1009;3.003891166;-2.843855423;-2.85672889
1010;3.004321374;#N/A;-2.85672889
1011;3.004751156;-2.843855423;-2.85672889
1012;3.005180513;-2.843855423;-2.85672889
1013;3.005609445;-2.843855423;-2.85672889
1014;3.006037955;-2.843855423;-2.85672889
1015;3.006466042;-2.843855423;-2.85672889
1016;3.006893708;-2.843855423;-2.85672889
1017;3.007320953;-2.843855423;-2.85672889
1018;3.007747778;-2.843855423;-2.85672889
1019;3.008174184;-2.843855423;-2.85672889
1020;3.008600172;-2.542825427;-2.85672889
1021;3.009025742;-2.843855423;-2.85672889
1022;3.009450896;-2.843855423;-2.85672889
1023;3.009875634;-2.843855423;-2.85672889
1024;3.010299957;-2.843855423;-2.85672889
1025;3.010723865;-2.542825427;-2.85672889
1026;3.011147361;-2.843855423;-2.85672889
1027;3.011570444;-2.366734168;-2.85672889
1028;3.011993115;-2.843855423;-2.85672889
1029;3.012415375;-2.843855423;-2.85672889
1030;3.012837225;#N/A;-2.85672889
1031;3.013258665;#N/A;-2.85672889
1032;3.013679697;-2.843855423;-2.85672889
1033;3.014100322;-2.843855423;-2.85672889
1034;3.014520539;#N/A;-2.85672889
1035;3.01494035;#N/A;-2.85672889
1036;3.015359755;#N/A;-2.85672889
1037;3.015778756;-2.843855423;-2.85672889
1038;3.016197354;-2.542825427;-2.85672889
1039;3.016615548;-2.843855423;-2.85672889
1040;3.017033339;-2.843855423;-2.85672889
1041;3.01745073;#N/A;-2.85672889
1042;3.017867719;-2.843855423;-2.85672889
1043;3.018284308;-2.843855423;-2.85672889
1044;3.018700499;-2.542825427;-2.85672889
1045;3.01911629;-2.843855423;-2.85672889
1046;3.019531685;-2.542825427;-2.85672889
1047;3.019946682;-2.843855423;-2.85672889
1048;3.020361283;-2.843855423;-2.85672889
1049;3.020775488;#N/A;-2.85672889
1050;3.021189299;-2.843855423;-2.85672889
1051;3.021602716;-2.843855423;-2.85672889
1052;3.02201574;-2.843855423;-2.85672889
1053;3.022428371;-2.843855423;-2.85672889
1054;3.022840611;-2.843855423;-2.85672889
1055;3.02325246;#N/A;-2.85672889
1056;3.023663918;-2.542825427;-2.85672889
1057;3.024074987;-2.366734168;-2.85672889
1058;3.024485668;-2.843855423;-2.85672889
1059;3.02489596;#N/A;-2.85672889
1060;3.025305865;#N/A;-2.85672889
1061;3.025715384;-2.843855423;-2.85672889
1062;3.026124517;-2.843855423;-2.85672889
1063;3.026533265;#N/A;-2.85672889
1064;3.026941628;#N/A;-2.85672889
1065;3.027349608;#N/A;-2.85672889
1066;3.027757205;#N/A;-2.85672889
1067;3.028164419;-2.843855423;-2.85672889
1068;3.028571253;-2.843855423;-2.85672889
1069;3.028977705;-2.843855423;-2.85672889
1070;3.029383778;-2.843855423;-2.85672889
1071;3.029789471;-2.843855423;-2.85672889
1072;3.030194785;#N/A;-2.85672889
1073;3.030599722;-2.843855423;-2.85672889
1074;3.031004281;#N/A;-2.85672889
1075;3.031408464;-2.843855423;-2.85672889
1076;3.031812271;#N/A;-2.85672889
1077;3.032215703;-2.843855423;-2.85672889
1078;3.032618761;-2.843855423;-2.85672889
1079;3.033021445;-2.843855423;-2.85672889
1080;3.033423755;-2.843855423;-2.85672889
1081;3.033825694;#N/A;-2.85672889
1082;3.034227261;-2.843855423;-2.85672889
1083;3.034628457;-2.542825427;-2.85672889
1084;3.035029282;#N/A;-2.85672889
1085;3.035429738;#N/A;-2.85672889
1086;3.035829825;#N/A;-2.85672889
1087;3.036229544;-2.542825427;-2.85672889
1088;3.036628895;-2.843855423;-2.85672889
1089;3.03702788;-2.843855423;-2.85672889
1090;3.037426498;-2.542825427;-2.85672889
1091;3.037824751;-2.843855423;-2.85672889
1092;3.038222638;#N/A;-2.85672889
1093;3.038620162;#N/A;-2.85672889
1094;3.039017322;-2.843855423;-2.85672889
1095;3.039414119;-2.843855423;-2.85672889
1096;3.039810554;-2.843855423;-2.85672889
1097;3.040206628;-2.843855423;-2.85672889
1098;3.04060234;-2.843855423;-2.85672889
1099;3.040997692;-2.843855423;-2.85672889
1100;3.041392685;-2.843855423;-2.85672889
1101;3.041787319;-2.542825427;-2.85672889
1102;3.042181595;-2.843855423;-2.85672889
1103;3.042575512;#N/A;-2.85672889
1104;3.042969073;#N/A;-2.85672889
1105;3.043362278;-2.843855423;-2.85672889
1106;3.043755127;-2.366734168;-2.85672889
1107;3.044147621;#N/A;-2.85672889
1108;3.04453976;#N/A;-2.85672889
1109;3.044931546;-2.843855423;-2.85672889
1110;3.045322979;-2.843855423;-2.85672889
1111;3.045714059;-2.843855423;-2.85672889
1112;3.046104787;-2.843855423;-2.85672889
1113;3.046495164;-2.843855423;-2.85672889
1114;3.046885191;-2.843855423;-2.85672889
1115;3.047274867;-2.843855423;-2.85672889
1116;3.047664195;-2.843855423;-2.85672889
1117;3.048053173;-2.843855423;-2.85672889
1118;3.048441804;-2.843855423;-2.85672889
1119;3.048830087;-2.843855423;-2.85672889
1120;3.049218023;-2.843855423;-2.85672889
1121;3.049605613;-2.843855423;-2.85672889
1122;3.049992857;-2.843855423;-2.85672889
1123;3.050379756;-2.843855423;-2.85672889
1124;3.050766311;#N/A;-2.85672889
1125;3.051152522;-2.843855423;-2.85672889
1126;3.051538391;-2.843855423;-2.85672889
1127;3.051923916;-2.843855423;-2.85672889
1128;3.0523091;-2.843855423;-2.85672889
1129;3.052693942;-2.542825427;-2.85672889
1130;3.053078443;-2.843855423;-2.85672889
1131;3.053462605;-2.843855423;-2.85672889
1132;3.053846427;-2.843855423;-2.85672889
1133;3.05422991;-2.843855423;-2.85672889
1134;3.054613055;-2.542825427;-2.85672889
1135;3.054995862;#N/A;-2.85672889
1136;3.055378331;-2.542825427;-2.85672889
1137;3.055760465;-2.843855423;-2.85672889
1138;3.056142262;-2.843855423;-2.85672889
1139;3.056523724;-2.843855423;-2.85672889
1140;3.056904851;-2.843855423;-2.85672889
1141;3.057285644;-2.843855423;-2.85672889
1142;3.057666104;-2.843855423;-2.85672889
1143;3.05804623;-2.843855423;-2.85672889
1144;3.058426024;-2.843855423;-2.85672889
1145;3.058805487;-2.843855423;-2.85672889
1146;3.059184618;-2.843855423;-2.85672889
1147;3.059563418;-2.843855423;-2.85672889
1148;3.059941888;-2.843855423;-2.85672889
1149;3.060320029;#N/A;-2.85672889
1150;3.06069784;-2.843855423;-2.85672889
1151;3.061075324;-2.843855423;-2.85672889
1152;3.061452479;-2.542825427;-2.85672889
1153;3.061829307;-2.843855423;-2.85672889
1154;3.062205809;#N/A;-2.85672889
1155;3.062581984;-2.542825427;-2.85672889
1156;3.062957834;-2.843855423;-2.85672889
1157;3.063333359;-2.843855423;-2.85672889
1158;3.063708559;-2.843855423;-2.85672889
1159;3.064083436;-2.542825427;-2.85672889
1160;3.064457989;-2.542825427;-2.85672889
1161;3.06483222;-2.542825427;-2.85672889
1162;3.065206128;-2.843855423;-2.85672889
1163;3.065579715;-2.843855423;-2.85672889
1164;3.06595298;-2.542825427;-2.85672889
1165;3.066325925;-2.542825427;-2.85672889
1166;3.06669855;-2.542825427;-2.85672889
1167;3.067070856;-2.542825427;-2.85672889
1168;3.067442843;-2.843855423;-2.85672889
1169;3.067814511;-2.542825427;-2.85672889
1170;3.068185862;-2.542825427;-2.85672889
1171;3.068556895;#N/A;-2.85672889
1172;3.068927612;-2.843855423;-2.85672889
1173;3.069298012;-2.843855423;-2.85672889
1174;3.069668097;-2.843855423;-2.85672889
1175;3.070037867;-2.843855423;-2.85672889
1176;3.070407322;-2.843855423;-2.85672889
1177;3.070776463;-2.843855423;-2.85672889
1178;3.07114529;-2.843855423;-2.85672889
1179;3.071513805;-2.843855423;-2.85672889
1180;3.071882007;-2.843855423;-2.85672889
1181;3.072249898;#N/A;-2.85672889
1182;3.072617477;#N/A;-2.85672889
1183;3.072984745;#N/A;-2.85672889
1184;3.073351702;#N/A;-2.85672889
1185;3.07371835;-2.843855423;-2.85672889
1186;3.074084689;-2.843855423;-2.85672889
1187;3.074450719;-2.843855423;-2.85672889
1188;3.074816441;-2.843855423;-2.85672889
1189;3.075181855;-2.843855423;-2.85672889
1190;3.075546961;#N/A;-2.85672889
1191;3.075911761;-2.542825427;-2.85672889
1192;3.076276255;-2.843855423;-2.85672889
1193;3.076640444;-2.542825427;-2.85672889
1194;3.077004327;-2.843855423;-2.85672889
1195;3.077367905;-2.542825427;-2.85672889
1196;3.07773118;-2.542825427;-2.85672889
1197;3.07809415;-2.843855423;-2.85672889
1198;3.078456818;-2.843855423;-2.85672889
1199;3.078819183;-2.843855423;-2.85672889
1200;3.079181246;-2.843855423;-2.85672889
1201;3.079543007;-2.843855423;-2.85672889
1202;3.079904468;-2.843855423;-2.85672889
1203;3.080265627;-2.843855423;-2.85672889
1204;3.080626487;#N/A;-2.85672889
1205;3.080987047;-2.843855423;-2.85672889
1206;3.081347308;#N/A;-2.85672889
1207;3.08170727;-2.843855423;-2.85672889
1208;3.082066934;-2.843855423;-2.85672889
1209;3.082426301;-2.843855423;-2.85672889
1210;3.08278537;-2.843855423;-2.85672889
1211;3.083144143;-2.843855423;-2.85672889
1212;3.08350262;-2.843855423;-2.85672889
1213;3.083860801;-2.843855423;-2.85672889
1214;3.084218687;-2.542825427;-2.85672889
1215;3.084576278;#N/A;-2.85672889
1216;3.084933575;-2.843855423;-2.85672889
1217;3.085290578;-2.241795431;-2.85672889
1218;3.085647288;#N/A;-2.85672889
1219;3.086003706;#N/A;-2.85672889
1220;3.086359831;#N/A;-2.85672889
1221;3.086715664;-2.542825427;-2.85672889
1222;3.087071206;-2.843855423;-2.85672889
1223;3.087426457;-2.843855423;-2.85672889
1224;3.087781418;-2.843855423;-2.85672889
1225;3.088136089;#N/A;-2.85672889
1226;3.08849047;-2.144885418;-2.85672889
1227;3.088844563;-2.843855423;-2.85672889
1228;3.089198367;-2.843855423;-2.85672889
1229;3.089551883;-2.843855423;-2.85672889
1230;3.089905111;#N/A;-2.85672889
1231;3.090258053;-2.843855423;-2.85672889
1232;3.090610708;-2.843855423;-2.85672889
1233;3.090963077;-2.843855423;-2.85672889
1234;3.09131516;-2.542825427;-2.85672889
1235;3.091666958;-2.843855423;-2.85672889
1236;3.092018471;-2.843855423;-2.85672889
1237;3.0923697;-2.843855423;-2.85672889
1238;3.092720645;-2.542825427;-2.85672889
1239;3.093071306;-2.843855423;-2.85672889
1240;3.093421685;-2.843855423;-2.85672889
1241;3.093771781;-2.843855423;-2.85672889
1242;3.094121596;-2.843855423;-2.85672889
1243;3.094471129;-2.843855423;-2.85672889
1244;3.09482038;-2.843855423;-2.85672889
1245;3.095169351;-2.843855423;-2.85672889
1246;3.095518042;-2.843855423;-2.85672889
1247;3.095866453;-2.542825427;-2.85672889
1248;3.096214585;-2.843855423;-2.85672889
1249;3.096562438;#N/A;-2.85672889
1250;3.096910013;#N/A;-2.85672889
1251;3.09725731;#N/A;-2.85672889
1252;3.097604329;-2.843855423;-2.85672889
1253;3.097951071;-2.843855423;-2.85672889
1254;3.098297536;-2.843855423;-2.85672889
1255;3.098643726;-2.843855423;-2.85672889
1256;3.098989639;-2.843855423;-2.85672889
1257;3.099335278;-2.843855423;-2.85672889
1258;3.099680641;-2.843855423;-2.85672889
1259;3.10002573;-2.843855423;-2.85672889
1260;3.100370545;-2.843855423;-2.85672889
1261;3.100715087;#N/A;-2.85672889
1262;3.101059355;-2.843855423;-2.85672889
1263;3.101403351;-2.843855423;-2.85672889
1264;3.101747074;#N/A;-2.85672889
